action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9
71.107811,-53.576241,70.814590,-32.386269,63.229660,-20.239742,78.292625,-3.970360,-61.599117,-21.259142
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-12.467830,89.927071,-27.270584,-40.581993,73.377449,93.240471,134.282562,-65.243317,-11.768685,62.308895
-38.265720,-39.557987,61.686954,30.075748,74.078842,6.246359,55.721420,16.184326,4.986539,0.614665
42.161419,-116.262077,76.001709,-69.682892,49.013683,-83.427643,-21.431984,-53.940559,138.735504,-18.563589
-22.807592,-10.914834,5.569958,-53.670223,-50.076248,1.469272,74.536682,-4.326202,0.505596,-44.348206
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-41.880199,-6.089756,-11.993603,10.793932,-12.007248,-68.471451,30.459511,-16.420086,18.770626,-25.868195
78.961708,-11.168643,36.844887,-55.651138,37.676655,90.007637,0.974163,-35.800617,6.333590,-148.996307
-22.538622,39.021431,57.983990,31.905754,35.968407,9.418128,7.773300,85.071335,-72.990387,-57.275715
99.895943,-51.902168,73.976364,7.480513,90.932220,-4.151856,91.243622,-36.794640,-98.522560,-16.721651
12.450819,33.732449,51.540985,-33.110649,1.444361,-115.643234,-35.752289,34.591385,-49.905605,-46.056122
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-12.949882,-44.290192,23.466774,42.848698,38.261646,44.776875,42.613132,52.302387,-10.786834,9.568279
43.377003,-165.711151,58.293159,-42.382111,69.573318,-96.426430,-53.628723,-41.916824,159.561539,1.141192
-15.304735,1.516421,14.322180,-80.967041,-51.968082,29.897934,70.625359,-50.251724,-5.118086,-14.286256
5.778399,107.932930,-39.359600,33.772560,20.437004,110.774109,-36.607555,47.028797,36.387196,42.071449
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
85.135605,-1.462752,4.064831,-58.462013,69.331306,61.922222,-42.855503,16.723879,11.220651,-121.863174
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
44.159969,-31.946871,77.677742,-30.670345,61.092266,-34.022800,87.651924,-4.289994,-68.802299,-17.363302
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-28.554823,-32.979992,80.608833,33.285740,98.889053,16.747334,76.125122,29.128502,-4.880912,-7.969123
12.520461,-118.581612,54.994026,-97.414452,69.017570,-77.125267,-15.252934,-46.338474,138.556946,-47.719933
-13.120976,9.819297,-8.324577,-24.436821,-69.657372,-1.238381,85.016571,-11.353662,19.586124,-44.077755
12.586158,58.587791,12.791195,-1.337259,29.896793,93.298790,-9.088496,39.341511,67.905411,33.598766
-53.616470,-37.740318,-0.109863,55.322880,-17.938826,-71.532448,10.113367,-3.780584,3.280568,-18.964952
58.604473,25.176229,78.151619,-59.285229,23.546413,56.142948,83.922501,-54.733166,-0.914668,-50.063625
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36.737797,2.620564,75.303345,40.484470,40.944878,61.584255,106.742447,1.876823,-64.039032,14.693089
-5.280156,58.750717,-23.102541,-88.137611,-54.291222,-106.305794,-44.309174,19.593775,-9.674332,-44.261906
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-2.535085,-74.059906,85.148949,39.308483,81.344215,92.038612,36.393257,79.344452,43.447746,-44.939758
8.275775,-131.397232,47.034660,-47.564640,87.294235,-25.905725,-5.932488,-42.409676,96.914925,-15.842166
-90.185867,31.642429,-39.249615,-95.702744,-81.407295,46.737629,96.521400,-50.882221,-10.836382,21.476101
6.635338,47.452312,-13.077960,47.564850,0.417922,108.158539,20.565580,-22.996269,14.579936,45.075935
34.997379,61.910522,5.896878,38.217930,87.128952,-53.858425,52.407700,-55.704708,-76.950844,-10.483091
88.505539,-3.873150,52.323246,-44.518383,41.297569,80.863136,-12.708989,-7.694054,10.950994,-125.652557
-30.972361,22.987663,54.951492,43.367649,75.392914,43.234062,29.950956,81.820099,-85.628761,-50.491631
61.614388,-55.747391,67.414909,-10.222492,89.535545,-9.743741,77.659035,-28.564137,-78.795311,-27.947674
33.703495,34.598831,49.800915,-49.077229,-3.207971,-106.626968,-69.543640,14.887945,-61.595348,-5.721905
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-28.082420,-37.645405,35.158138,31.438759,50.601383,13.302217,49.805454,30.441477,15.040722,2.634902
50.289913,-128.874680,76.777847,-73.799416,53.006397,-83.111794,-30.577242,-52.565571,123.313515,-13.257756
-17.242617,-18.647249,22.690674,-61.542809,-54.705013,15.314276,78.360947,-27.864559,-0.055947,-32.700607
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-42.935516,11.783950,-8.568786,23.600246,-8.891468,-74.845413,35.866611,-14.483583,18.467516,-19.299667
58.292591,23.145308,112.535095,-55.058060,-57.132210,47.098148,14.370899,-25.875908,-3.728109,-93.526459
37.099113,-37.745689,22.342388,18.206841,-17.515553,66.468246,39.589314,95.728096,-24.131399,-69.676590
97.475151,-31.527983,40.312523,-32.981285,67.732117,-37.340931,101.382835,43.024654,-55.602455,-22.029806
10.729890,7.825717,82.446037,-6.895726,-11.731495,-113.984306,5.569811,3.004076,-72.687485,-60.913372
-42.627205,83.693977,-44.863350,0.357351,149.410965,106.767845,79.630646,7.774070,-19.474203,11.391741
-63.004379,-79.480309,26.724981,19.770695,-0.528036,15.103333,59.383778,-15.128183,3.934869,39.580067
73.513809,-111.929260,25.077066,-67.610756,59.113342,-81.559151,32.148632,-46.052322,114.082924,4.224025
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-28.411983,113.901283,-28.340673,-8.588983,-7.556638,35.875370,-77.613411,71.242126,18.915932,-17.727774
-6.849833,35.606140,-59.442398,-4.886607,14.069901,-28.162445,67.481102,-43.130531,-2.623274,-46.171463
47.519730,0.916725,75.241089,-23.522989,14.434344,63.755539,-2.120776,-53.244354,25.589966,-146.089264
-21.205608,-20.786896,38.666477,18.905663,21.134634,63.899986,24.771597,101.344528,-83.351959,-69.015556
70.208427,-19.084213,38.119949,-10.401989,69.295578,-20.499508,92.575294,53.651062,-71.093056,-22.845732
43.085011,25.512918,53.267887,-26.150675,-3.588387,-136.209183,-21.653717,34.318233,-70.455765,-61.837410
-33.816879,95.498810,-38.224834,-18.020363,128.507401,84.963562,61.508041,-32.355957,-31.888109,35.805809
-27.212473,-50.786736,66.163887,20.234385,35.251431,16.130405,38.435802,-7.877974,28.354902,6.656382
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-44.546116,6.531977,-16.951834,-6.013105,-50.186134,40.468742,43.246780,-23.822334,-41.218674,-25.326456
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.959301,43.277493,57.551964,33.991825,49.407356,61.132046,55.402046,250.808716,-94.694664,-49.615524
91.012138,-2.920088,119.479469,5.632989,130.741089,-4.821586,256.983917,29.347990,-91.627487,0.000923
22.615141,75.942680,142.238007,-23.134071,16.174503,-68.301491,10.810781,64.767273,-16.972694,-14.563971
-2.563940,127.668884,-2.989777,-24.050694,96.010010,230.085464,185.910797,-57.874619,-29.506838,93.817825
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
104.410500,-144.154068,70.068542,-49.824280,84.400581,-79.290283,-5.284254,-74.403435,286.899902,25.773518
-0.875339,22.656193,21.443130,-52.721901,-75.318367,64.812057,186.719391,-26.084595,34.644566,-21.491522
-15.882312,112.859367,-21.452524,41.252434,13.094434,257.403107,-32.035400,74.325775,80.367401,71.008904
20.696178,7.466978,3.771562,29.033991,39.493748,-52.401649,199.940002,-39.758858,-8.979992,-31.618509
66.350410,154.242767,331.026306,128.757004,202.798019,866.230408,562.769165,190.134140,110.908882,156.916519
135.678345,128.933517,392.122803,129.776993,285.491638,500.257874,297.570679,1329.489868,-234.732025,70.035820
76.579170,226.177444,305.981445,120.339073,394.204987,164.477417,889.895630,142.379608,128.739014,205.659546
55.781551,172.545547,695.805542,139.042175,177.499832,-15.856768,312.253510,519.724731,195.852951,124.742317
35.956783,450.011353,152.823502,86.417206,430.038910,1077.778564,862.158508,207.861237,33.682076,269.919312
80.350113,91.450569,440.878296,302.300873,611.477539,134.705429,456.739227,314.828064,300.773285,137.895218
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
117.211891,128.979416,172.503082,88.420944,-85.748215,384.441620,847.921875,116.444000,289.294312,-61.498444
108.442444,407.907593,262.616333,329.882538,162.385956,1254.343140,170.505157,641.762024,586.831848,520.175537
157.224228,28.131258,-21.565027,270.692291,211.191925,150.546951,990.009949,46.456947,132.715851,253.291611
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
60.277435,105.468491,346.229492,475.430084,635.264648,1000.315735,719.483215,1601.977417,-284.960175,343.085907
71.950813,178.714706,378.398529,379.556335,602.119263,438.637054,1093.066162,50.124020,246.429367,210.816833
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.282013,277.470764,477.259186,433.490997,863.070068,1204.357300,1494.523193,757.767090,450.379700,591.604492
10.578480,336.180542,490.087952,653.185242,806.156494,639.352478,1094.108154,837.090088,816.684875,508.802826
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
47.808064,292.868835,456.580536,-29.975403,137.744156,881.997253,1194.220581,478.084808,587.150269,-46.690464
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.497777,251.954086,366.943512,701.601074,724.970520,575.578979,1640.712646,446.942474,675.853394,915.974365
436.286743,385.823059,1033.430298,267.174286,953.936768,1262.173218,1892.854736,453.437256,289.072357,1498.661011
363.114105,196.108505,630.876465,1052.484863,1207.896729,1595.932129,1219.449463,2055.928467,-363.644684,810.077454
303.680115,325.689728,521.207214,708.160522,784.128418,702.511292,1096.159058,246.058395,312.942047,460.872009
261.395050,722.342712,655.534424,841.104370,1001.124207,1023.456360,1429.810913,1785.627441,1076.600342,1019.825012
430.203949,564.648376,1043.280762,1062.970947,1382.761108,1657.741577,2243.226318,1651.506958,1100.547607,1219.331177
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
280.161255,821.025696,611.022461,1102.132935,1361.698364,1027.317505,1465.645142,-232.089264,2612.604248,1435.531128
315.034210,575.139832,980.858215,144.201111,534.488831,1724.148438,1954.972046,1190.243286,1161.812744,-2.412864
355.748230,584.070374,1029.562622,1183.263672,933.438538,1678.078857,1037.692017,2044.198486,1910.774658,1722.373047
348.256683,792.472595,1292.118408,1456.337524,1811.164673,1412.725342,2592.490234,1276.501221,1682.458008,2053.256104
917.100586,830.738037,1204.138428,706.685913,1313.081665,1624.265625,1881.798828,880.292480,688.458862,1750.740723
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
494.766205,730.412354,837.670227,930.021362,1273.893433,1049.239136,1536.078491,696.866699,717.250366,960.820862
1080.755859,1169.639893,1599.896118,1299.675537,1435.701782,1324.457764,2022.234985,2260.316895,1302.733887,1840.677856
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
835.521790,1443.972412,1843.665405,1871.820312,2163.738525,1963.512817,2148.406006,2544.526855,2606.397705,2145.000000
996.327148,1600.729126,1492.033936,1958.802856,2318.348877,1844.417603,2352.039795,-217.833160,3623.500000,2352.117188
759.100769,888.960693,1451.245605,710.746643,1081.045898,2122.438721,2270.149658,1696.897705,1643.042236,-54.844494
1149.302856,1380.064209,1885.436035,2027.203491,1830.068970,2432.052490,1905.560547,2584.510254,2841.325195,2919.680908
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1079.238281,1163.109863,1243.006958,1169.475342,1783.569458,2467.181885,1932.325195,1588.037720,800.540649,2481.598877
1619.724121,130.723587,1993.039307,2160.190186,2582.930908,2382.083740,2648.695557,2791.322754,-565.937988,2277.863281
442.024719,1011.648010,1120.796631,1339.670532,1605.768921,1425.414307,1945.924438,1263.850708,1076.570190,1745.294312
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1321.406494,1812.730469,1840.902466,2328.063477,1697.776611,2613.956299,2189.728760,2562.207520,2049.495361,2376.433838
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1363.408936,1786.364624,1778.233398,2152.724365,2506.345459,2201.832031,2425.414551,-211.552292,3069.316162,2680.495117
1279.601685,937.909912,1675.491821,1394.549194,1694.298462,2335.380615,2401.485596,2555.234131,2464.599121,-31.832943
1129.329224,1354.497559,1705.187500,1793.190674,2261.744629,2186.404297,1882.550293,2159.800781,2156.747559,2560.261719
1543.199829,1763.741821,2030.610352,1335.672485,1846.262207,2217.387939,2618.648682,2329.217529,2713.162109,2746.001221
648.877258,791.857910,1009.699097,906.858704,1307.443115,1557.751587,1570.571411,1387.268311,562.166626,1823.149292
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
410.183014,548.469666,655.142944,901.471497,1187.465210,1021.458557,1442.810303,985.962219,757.181274,1400.774170
692.078552,806.243896,1165.026245,960.954224,1254.020386,1329.458130,1300.572144,1497.726196,1066.257080,1541.174072
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
718.783203,1048.392578,1159.305176,1289.670776,1392.527832,1318.990845,1709.165161,1712.501099,1829.646118,2196.281982
1109.257690,1303.115723,1127.793457,1724.559814,1797.423706,2005.740723,1880.069336,73.598862,2402.231445,2551.396729
1054.440796,590.021179,1071.878418,1275.441162,1456.792847,1516.267700,1706.451294,1745.744995,2020.640991,-67.304222
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1139.176025,1396.142090,1470.743408,1226.043457,1379.760864,1627.925293,2242.680908,1865.174683,1930.219727,1775.081299
907.950562,908.439209,1295.089233,1093.322510,1589.275513,1856.611084,1851.782715,1716.554077,679.368225,2021.254761
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
546.548767,916.353699,1056.660767,1142.709106,1926.936890,1636.023560,2471.084717,1140.551270,1118.647705,2320.116455
1133.448364,1154.361816,1600.506226,1242.871948,1729.156250,1607.404907,1630.252808,2052.110840,1679.492554,2344.679199
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
855.252075,1328.675293,1436.628052,1277.078247,1318.843018,1507.348145,1993.265747,1776.040771,2232.851074,1955.993896
952.040161,1253.919067,1133.459839,1696.934082,1711.555664,2102.557129,1587.067261,650.972412,2321.957031,2399.048340
1176.605591,830.403687,1125.200073,1536.198364,1841.059814,1896.014771,2055.426514,1848.407471,2035.260742,-101.964989
1172.384888,1169.564453,1830.189819,1828.410522,2135.886963,2218.402100,2080.831299,2545.992432,2558.886475,2727.475586
1235.966675,1582.551270,1726.342285,1373.980347,1597.404053,1665.535400,2257.451660,1990.628540,2106.056396,1889.897949
1320.430908,1447.888184,2221.739014,1847.639893,2473.404053,2851.500977,2431.875244,2426.692871,1079.906616,3108.921143
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1013.434753,1346.335938,1398.690918,1811.200439,2467.739258,2296.500732,3241.815674,1275.267944,1461.380615,3379.979248
1730.142822,1591.432617,2286.121338,1726.565796,2343.960693,1879.734009,2382.821045,3222.487305,2390.107666,3293.350342
1524.380615,2178.260742,2418.945068,2981.464355,2310.514648,3068.754150,3411.062988,3262.031738,2986.729736,3185.769043
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1772.316406,2468.126953,2113.545410,2920.508057,3154.823242,3514.721436,2708.481934,1763.379761,4365.275879,4036.287354
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1755.816650,1827.412720,2642.019287,2566.277832,2338.016357,3036.112305,2492.434570,3208.344727,3006.470703,3211.100342
1882.846802,2504.417725,2567.995605,1825.527588,2313.330811,2543.596191,3495.906494,2651.017090,2825.269775,2936.890381
1628.739868,1501.025391,1963.398315,1861.330444,2659.862549,2824.544678,2746.392578,2577.011475,1295.159912,2959.784668
2282.271240,1760.052856,2587.451660,2921.924561,3426.037354,3194.941650,3492.963379,3790.443604,1391.963501,4084.825684
1665.048706,1820.462402,1835.521484,2324.736572,2153.125488,2541.110352,2661.774902,1762.851196,1439.190308,3103.012207
1691.657837,1987.159790,2229.409424,2023.596313,2412.360596,2188.187256,2776.472168,2950.159668,2372.317871,2911.227783
1234.483154,2406.725098,2772.994141,3199.107666,2511.725586,3305.791748,3676.169678,2846.146240,3305.688965,3165.302734
1252.562500,2657.823730,2524.302002,2886.435303,3068.181396,2766.705811,3177.084229,3348.127197,2950.161865,3483.886963
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1695.047363,1258.453979,1950.367920,2388.909668,2769.497314,2948.869629,3088.912109,2895.594238,2891.020752,-112.457664
2224.378662,2386.860107,2934.877441,3438.789307,2921.803467,3486.864258,2789.627930,3275.264648,3800.477295,3737.919678
1955.185913,3138.262695,3108.681885,2298.084473,2829.601074,3004.390137,3771.973389,2865.734131,3607.638428,3071.676270
1765.838501,1659.729248,2428.947510,1951.061035,3070.362061,3349.489014,2993.056641,3199.756836,1620.737671,3145.307617
1890.919312,2379.799316,2072.860107,2561.076172,2903.628418,2645.965820,3103.286621,3045.304199,1656.996948,3341.216309
1571.412231,2295.618652,2097.962158,3127.216797,2143.055420,3150.653809,2819.050293,2414.782959,1790.782471,2725.814697
951.923645,1768.173706,1893.236694,1679.522949,2107.932129,2531.171387,2197.076172,1938.475342,2664.734619,2242.663818
1378.234009,2648.401611,2947.817139,3891.388916,2492.964844,3649.941650,4133.635254,3793.080811,3885.116943,3915.348145
2081.009766,3003.884033,2853.680664,3159.250732,2873.498047,3229.357422,3523.532471,4070.161377,3816.825928,4194.633789
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2058.538818,1159.118530,2332.178955,2706.012207,3192.885254,3386.312256,3611.965332,3418.247070,3661.945557,-121.366264
2022.782471,2343.290771,2760.257080,3324.337891,3175.662354,3476.970703,3172.212402,3127.066406,3136.887695,3174.403320
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1689.687622,1530.642944,2185.656738,2370.523682,2991.039307,2898.283691,3193.775879,3166.596924,1702.895142,2639.372070
2306.529053,3381.477295,2485.030273,2542.352051,3425.414551,3177.838135,3539.931885,3681.038330,2365.427246,3998.072998
1677.458130,2270.151367,2188.737305,2429.119141,2999.436279,2719.643799,3487.437988,2739.815430,1976.844727,3208.139893
1681.936890,2058.778320,2508.081299,2217.080811,2823.437256,2937.077148,2112.208496,2732.808594,2194.480469,3323.271484
1276.279907,2577.472656,2710.243408,3365.866943,2479.542480,3440.081787,3631.353760,3569.614502,3414.673584,3303.377686
2080.113281,2257.901123,2218.439941,2317.453125,2010.313354,2476.275146,3127.531250,2673.601562,3217.453125,2886.099609
1556.605713,2165.096924,1605.266479,2356.466064,2059.208984,3051.091309,2099.020264,1533.401489,2722.888916,2948.012207
1722.570190,854.034668,1884.556641,2524.881836,2913.907959,3144.132568,3173.140381,3290.839600,3487.713623,-103.518089
2142.034668,2398.711670,3403.719727,3279.313721,4159.564941,3643.259521,3788.509033,4450.862305,4106.944336,3833.475830
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1374.447144,1185.184570,1682.329224,2296.869873,2644.166748,2840.363281,2667.000000,2657.756836,1654.622070,2188.099121
1957.918945,3033.324463,2403.007812,2115.727051,3078.205322,2304.520508,3041.056396,3205.731201,2348.270996,3389.226807
1781.852173,1986.142456,2093.803467,2495.469971,2757.095215,2325.159424,2714.239502,2664.944824,1781.464600,3259.015137
1983.626587,1842.744629,2412.261475,2125.909180,2647.191895,2210.751709,2234.686768,3019.532471,1839.076782,3069.877930
1227.949097,1949.633057,2360.258545,2687.099365,2083.564453,2953.458496,3178.551025,2691.166016,2875.283691,2691.848145
1706.634033,2147.799561,2229.106689,2491.983643,2385.829834,1919.039795,2594.030762,2586.049072,2704.541504,3237.402588
1645.102539,2296.369873,1633.696289,2362.347412,2118.930664,2671.007080,2039.580078,1318.429321,3182.685059,3182.552490
1216.939575,642.646423,1329.106689,1857.413208,1923.570190,2338.083008,2163.606445,2015.764771,2262.516602,-76.739189
2036.495972,1490.788452,2583.964355,2517.862549,2923.712158,2295.359375,2995.893799,3542.018066,2817.146484,2861.075928
1818.689331,1854.079346,1897.751953,1609.864258,1903.788940,1912.305664,2477.281982,2368.138672,2678.441406,2017.236572
1719.713257,1319.857788,2230.123047,2596.479492,2852.381836,3320.270996,3248.732666,3392.034180,1852.369751,2721.289551
2265.148193,3704.081299,2945.677490,2575.481689,3478.877686,2890.985596,3809.763916,4039.051758,2964.690918,4144.239258
